business_name,url,new_ig,new_fb,new_phone,new_website,new_wa,new_email,notes
"Azania Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/azania-bungalows/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Azania Oasis - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/azania-oasis/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/azul-bar-and-grill/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
BAC Credomatic ATM,https://www.puertoviejosatellite.com/en/puerto-viejo/bac-credomatic-atm/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
BOA Coworking,https://www.puertoviejosatellite.com/en/puerto-viejo/boa-coworking/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Babilonia - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/babilonia/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Bambu Store,https://www.puertoviejosatellite.com/en/puerto-viejo/bambu-store/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bambutel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/bambutel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Banana Azul - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/banana-azul/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Banco Nacional,https://www.puertoviejosatellite.com/en/puerto-viejo/banco-nacional/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Banco de Costa Rica Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/banco-de-costa-rica-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Banco de Costa Rica Puerto Viejo,https://www.puertoviejosatellite.com/en/puerto-viejo/banco-de-costa-rica-puerto-viejo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/baya-baya-cafe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Be My Guest Cabinas - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/be-my-guest-cabinas/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Beach Break Restaurant - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/beach-break-restaurant/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bendita Comida - Bribri, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/bribri/bendita-comida/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Best Travel Puerto Viejo,https://www.puertoviejosatellite.com/en/puerto-viejo/best-travel-puerto-viejo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Big Tree Wildlife Refuge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/big-tree-wildlife-refuge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Bio Mercado Puerto Viejo,https://www.puertoviejosatellite.com/en/puerto-viejo/bio-mercado-puerto-viejo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Black Bamboo,https://www.puertoviejosatellite.com/en/puerto-viejo/black-bamboo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Black Shack Surf School - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/black-shack-surf-school/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Blessed House - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/blessed-house/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Bloom Cafe & Donas,https://www.puertoviejosatellite.com/en/puerto-viejo/bloom-cafe-donas/,bloomnocturno,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/blossom-paradise-retreat/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Boca Chica Bar Restaurante y Piscina - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/boca-chica-bar-restaurante-y-piscina/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bohemian Monkey - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/bohemian-monkey/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bomba Gasolinera Margarita Sixaola - Sixaola, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/sixaola/bomba-gasolinera-margarita-sixaola/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bomberos Bribri - Bribri, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/bribri/bomberos-bribri/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Bread What What,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-what-what/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Bread and Chocolate,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-and-chocolate/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Brigitte's Ranch - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/brigittes-ranch/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bungalow Malú Lodge - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/bungalow-malu-lodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50627550114,,
"Bungalows Ache - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/bungalows-ache/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Bungalows Calalú,https://www.puertoviejosatellite.com/en/puerto-viejo/bungalows-calalu/,,https://www.facebook.com/p/Bungalows-Calal,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/bungalows-punta-uva/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Bungalows Sloth - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/bungalows-sloth/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabañas Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/cabanas-cocles/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Algebra - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-algebra/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Arrecife - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-arrecife/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Cable Talamanca - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/cabinas-cable-talamanca/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Caribe Luna - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-caribe-luna/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas El Imperio - Sixaola, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/sixaola/cabinas-el-imperio/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50686223931,,
"Cabinas El Mango - Bribri, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/bribri/cabinas-el-mango/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas El Rinconcito - Gandoca, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/gandoca/cabinas-el-rinconcito/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Guarana,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-guarana/,,,+506 8790 3340,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50687903340,,
"Cabinas Iguana Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-iguana-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Jacaranda,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-jacaranda/,,,+506 6186-1852,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50661861852,,
"Cabinas Jenny - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-jenny/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Kinawe - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/cabinas-kinawe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Kuákua - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/cabinas-kuakua/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50689607794,,
Cabinas Lika,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-lika/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Los Almendros,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-los-almendros/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Mitchaelles,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-mitchaelles/,,https://www.facebook.com/profile.php,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Monte Sol,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-monte-sol/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Mor,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-mor/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Nirvana Ecolodge - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-nirvana-ecolodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Ole Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/cabinas-ole-caribe/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Palmer Makanda - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-palmer-makanda/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Popular,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-popular/,,,+506 6301 1787,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Smith - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-smith/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Surf Side - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-surf-side/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cabinas Talamanca,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-talamanca/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas Tito - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cabinas-tito/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cabinas YaMann - Manzanillo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/manzanillo/cabinas-yamann/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cacao Huasi,https://www.puertoviejosatellite.com/en/puerto-viejo/cacao-huasi/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cacao Trails Bole - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/cacao-trails-bole/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cafe Rico,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-rico/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cafe Viejo,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-viejo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Café Gustitos,https://www.puertoviejosatellite.com/en/puerto-viejo/cafe-gustitos/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/cafe-del-mar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cahuita Bus Station - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cahuita-bus-station/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cahuita Inn - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cahuita-inn/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cahuita Lodge - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cahuita-lodge/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cahuita National Park Hotel - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/cahuita-national-park-hotel/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Calipso,https://www.puertoviejosatellite.com/en/puerto-viejo/calipso/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Cantik at Home,https://www.puertoviejosatellite.com/en/puerto-viejo/cantik-at-home/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Canto del Mar Guest House - Gandoca, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/gandoca/canto-del-mar-guest-house/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50683143297,,
"Caribbean Blue House - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/caribbean-blue-house/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Caribbean Coconut - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/caribbean-coconut/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Caribbean Comfort,https://www.puertoviejosatellite.com/en/puerto-viejo/caribbean-comfort/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50688885223,,
"Caribbean Courtyard Villa - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/caribbean-courtyard-villa/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Caribe Dental,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-dental/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/caribe-fun-tours/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/caribe-horse-riding-club/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Caribe Love Tattoo,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-love-tattoo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50660062347,,
Caribe Shuttle,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-shuttle/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Caribe Sur Real Estate,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-sur-real-estate/,,,+506 2750-0874,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50687016816,,
"Caribe Town Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/caribe-town-resort/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/caribeans-coffee-and-chocolate/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/cariblue-beach-and-jungle-resort/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/caripro-apartments/,,,+506 6289 5968,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50662895968,,
"Casa Ackee - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/casa-ackee/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Ambar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-chiquita/casa-ambar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Ana Kimba,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-ana-kimba/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Arlecchino,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-arlecchino/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Black Chaini,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-black-chaini/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Bohö,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-boho/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,wa.me/50687151771,,
"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/casa-cielo/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Congo Cahuita - Cahuita, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cahuita/casa-congo-cahuita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Conley Del Mar - Hone Creek, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/hone-creek/casa-conley-del-mar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-corazon-del-mar/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/punta-uva/casa-de-la-trepada/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
Casa Dolce Vita,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-dolce-vita/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
"Casa Eden Jungle Apartments - Playa Cocles, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/cocles/casa-eden-jungle-apartments/,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js,,,
