business_name,url,new_instagram_handles,new_facebook_urls,new_booking_urls,new_whatsapp,new_emails,new_waze
Bungalows Calalú,https://www.puertoviejosatellite.com/en/puerto-viejo/bungalows-calalu/,puertoviejosat,https://www.facebook.com/p/Bungalows-Calal; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/bungalows-calalu.html,,info@puertoviejosatellite.com,
Cabinas Los Almendros,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-los-almendros/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/city/cr/puerto-viejo.en.html,,info@puertoviejosatellite.com,
Cabinas Guarana,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-guarana/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/cabinas-guarana.html,wa.me/50687903340,info@puertoviejosatellite.com,
Cabinas Jacaranda,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-jacaranda/,puertoviejosat,https://facebook.com/puertoviejo,http://www.booking.com/hotel/cr/cabinas-jacaranda.html,wa.me/50661861852,info@puertoviejosatellite.com,
Cabinas Lika,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-lika/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/city/cr/puerto-viejo.en.html,,info@puertoviejosatellite.com,
Cabinas Mitchaelles,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-mitchaelles/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/cabinas-mitchaelle-39-s-puerto-viejo-de-talamanca1.html,,info@puertoviejosatellite.com,
Cabinas Monte Sol,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-monte-sol/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/cabinas-montesol.html,,info@puertoviejosatellite.com,
Cabinas Mor,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-mor/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/city/cr/puerto-viejo.en.html,,info@puertoviejosatellite.com,
Cabinas Popular,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-popular/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/cabinas-popular.html,,info@puertoviejosatellite.com,
Cabinas Talamanca,https://www.puertoviejosatellite.com/en/puerto-viejo/cabinas-talamanca/,puertoviejosat,https://facebook.com/puertoviejo,,,info@puertoviejosatellite.com,
Casa Ana Kimba,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-ana-kimba/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/casa-kimba.html,,info@puertoviejosatellite.com,
Casa Bohö,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-boho/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/vista-verde.html,wa.me/50687151771,info@puertoviejosatellite.com,
La Casa de Rolando,https://www.puertoviejosatellite.com/en/puerto-viejo/la-casa-de-rolando/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/la-casa-de-rolando.html,,info@puertoviejosatellite.com,
Casa Dolce Vita,https://www.puertoviejosatellite.com/en/puerto-viejo/casa-dolce-vita/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/cabinas-casa-dolce-vita.html,,info@puertoviejosatellite.com,
Casitas La Playa,https://www.puertoviejosatellite.com/en/puerto-viejo/casitas-la-playa/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/todo-es-posible.html,,info@puertoviejosatellite.com,
Chinuk Boutique Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/chinuk-boutique-hotel/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/chinuk-boutique.en-gb.html,,info@puertoviejosatellite.com,
Conga Boutique Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/conga-boutique-hotel/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/conga-boutique.html,,info@puertoviejosatellite.com,
Escape Caribeño,https://www.puertoviejosatellite.com/en/puerto-viejo/escape-caribeno/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/escape-caribeno.html,,info@puertoviejosatellite.com,
Exotic Lodge,https://www.puertoviejosatellite.com/en/puerto-viejo/exotic-lodge/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/exotica-inn.html,,info@puertoviejosatellite.com,
Family Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/family-hotel/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/family.html,,info@puertoviejosatellite.com,
Hostal Cecilia,https://www.puertoviejosatellite.com/en/puerto-viejo/hostal-cecilia/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/hostal-cecilia.html,,info@puertoviejosatellite.com,
Hotel Casa Vito,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-casa-vito/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/casa-vito-puerto-viejo12.html,,info@puertoviejosatellite.com,
Hotel Infiniti,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-infiniti/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/villa-infiniti.html; https://www.booking.com/hotel/cr/martinez-place.html,,info@puertoviejosatellite.com,
Hotel Mandacarú,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-mandacaru/,puertoviejosat,https://www.facebook.com/people/Hotel-Mandacar; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/mandacaru-puerto-viejo.html,,info@puertoviejosatellite.com,
Hotel Pura Vida,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-pura-vida/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/pura-vida-puerto-viejo-de-talamanca.html,wa.me/50685709768,info@puertoviejosatellite.com,
Hotel Tropical,https://www.puertoviejosatellite.com/en/puerto-viejo/hotel-tropical/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/tropical.html,,info@puertoviejosatellite.com,
Indalo Hotel Boutique,https://www.puertoviejosatellite.com/en/puerto-viejo/indalo-hotel-boutique/,puertoviejosat,https://facebook.com/puertoviejo,http://www.booking.com/hotel/cr/boutique-indalo.html,,info@puertoviejosatellite.com,
Lizard King Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/lizard-king-hotel/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/lizard-king-amp-resort.html,,info@puertoviejosatellite.com,
Maritza Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/maritza-hotel/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/maritza.html,,info@puertoviejosatellite.com,
Namu Garden Hotel and Spa,https://www.puertoviejosatellite.com/en/puerto-viejo/namu-garden-hotel-and-spa/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/namu-garden-amp-spa.html,,info@puertoviejosatellite.com,
Olinca Boutique Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/olinca-boutique-hotel/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/olica-boutique.html,,info@puertoviejosatellite.com,
Sueño Grande Bed and Breakfast,https://www.puertoviejosatellite.com/en/puerto-viejo/sueno-grande-bed-and-breakfast/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/sueno-grande.html,wa.me/50672059392,info@puertoviejosatellite.com,
La Tica y La Gata,https://www.puertoviejosatellite.com/en/puerto-viejo/la-tica-y-la-gata/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/la-tica-y-la-gata.html,,info@puertoviejosatellite.com,
Umami Hotel Garden Spa,https://www.puertoviejosatellite.com/en/puerto-viejo/umami-hotel-garden-spa/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/umami.html,,info@puertoviejosatellite.com,
Yucca Beachfront Hotel,https://www.puertoviejosatellite.com/en/puerto-viejo/yucca-beachfront-hotel/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/cabinas-yucca.html,,info@puertoviejosatellite.com,
"Banana Azul - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/banana-azul/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/banana-azul.html,,info@puertoviejosatellite.com,
"Cabinas Kuákua - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/cabinas-kuakua/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/landmark/cr/negra.en.html,wa.me/50689607794,info@puertoviejosatellite.com,
"Casa Luce - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casa-luce/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/casa-luce.html,,info@puertoviejosatellite.com,
"Casitas Las Flores - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/casitas-las-flores/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/casitas-las-flores.html,,info@puertoviejosatellite.com,
"Hidden Jungle Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/hidden-jungle-beach-house/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/hidden-jungle-beach-house.html,wa.me/50683105061,info@puertoviejosatellite.com,
"Hotel One Love - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/hotel-one-love/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/hostel-magilla.html,,info@puertoviejosatellite.com,
"Iguana Lodge - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/iguana-lodge/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/iguana-lodge.html,,info@puertoviejosatellite.com,
"Kaya's Place - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/kayas-place/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/kaya-s-place.html,,info@puertoviejosatellite.com,
"Mecca - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/mecca/,puertoviejosat,https://www.facebook.com/profile.php; https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/mecca-puerto-viejo.html,wa.me/16198904851,info@puertoviejosatellite.com,
"Olivia del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/olivia-del-caribe/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/olivia-del-caribe-suite.html,,info@puertoviejosatellite.com,
"Perla Negra Beachfront - Playa Negra, Puerto Viejo, Limón, Costa Rica",https://www.puertoviejosatellite.com/en/playa-negra/perla-negra-beachfront/,puertoviejosat,https://facebook.com/puertoviejo,https://www.booking.com/hotel/cr/perla-negra-beachfront-puerto-viejo.html,,info@puertoviejosatellite.com,
